init_node	term_node	capacity	length	free_flow_time	b	power	speed	toll	link_type	is_zone	through_flow_allowed
1	303	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
1	304	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
1	306	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
1	307	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
2	253	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
2	255	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
2	256	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
2	272	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
3	258	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
3	259	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
3	260	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
3	261	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
4	226	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
4	231	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
4	232	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
4	263	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
5	254	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
5	255	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
5	352	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
5	353	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
6	196	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
6	223	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
6	264	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
6	295	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
7	50	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
7	51	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
7	55	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
7	59	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
8	359	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
8	360	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
8	361	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
8	364	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
9	158	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
9	168	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
9	176	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
9	362	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
10	140	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	false	false
10	142	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	false	false
10	144	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	false	false
10	146	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	false	false
11	63	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	false	false
11	275	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	false	false
11	279	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	false	false
