id,x,y,is_zone,through_flow_allowed
1,0.405135,1.94117,true,true
2,0.807785,1.75973,true,true
3,0.223694,2.35562,true,true
4,0.759939,2.32891,true,true
5,1.09859,2.0263,true,true
6,1.89767,1.04763,true,true
7,2.2792,1.60873,true,true
8,2.37364,1.00538,true,true
9,0.596518,0.809649,true,true
10,0.670461,1.09672,true,true
11,0.593411,1.25952,true,true
12,0.994196,0.528788,true,true
13,1.27506,0.807785,true,true
14,1.0495,1.66839,true,true
15,1.34651,1.49627,true,true
16,1.55902,1.37758,true,true
17,1.57704,1.99212,true,true
18,1.84672,1.77091,true,true
19,2.29473,0.649956,true,true
20,2.15554,0.880485,true,true
21,0.878621,1.20111,true,true
22,0.805299,0.684131,true,true
23,1.01035,1.20484,true,true
24,1.19304,1.13773,true,true
25,1.01594,0.798464,true,true
26,1.68703,0.833882,true,true
27,1.5584,0.994196,true,true
28,1.38753,1.10542,true,true
29,1.27444,0.433097,true,true
30,1.53852,0.127381,true,true
31,1.46893,1.77153,true,true
32,1.85355,1.2502,true,true
33,2.00703,1.50248,true,true
34,0.877378,0.93268,true,true
35,1.66776,0.545565,true,true
36,1.71002,0.0211267,true,true
37,0.421912,1.65969,true,true
38,2.65823,1.14146,true,true
39,1.77837,1.51615,false,false
40,1.76097,1.52609,false,false
41,1.77091,1.50559,false,false
42,1.75414,1.51677,false,false
43,1.76532,0.967477,false,false
44,2.01511,1.81689,false,false
45,2.0002,1.82621,false,false
46,1.97783,1.80944,false,false
47,1.77713,0.987361,false,false
48,1.79639,1.54287,false,false
49,1.8753,1.66031,false,false
50,1.85915,1.67025,false,false
51,1.99336,1.80012,false,false
52,1.96416,0.758696,false,false
53,2.00268,0.703394,false,false
54,2.01946,0.717064,false,false
55,1.93682,0.83761,false,false
56,2.08781,1.89332,false,false
57,1.91693,1.75538,false,false
58,1.88462,0.875514,false,false
59,1.89954,0.891049,false,false
60,0.724521,2.52837,false,false
61,0.7152,2.59361,false,false
62,0.712093,2.44386,false,false
63,0.704637,2.52961,false,false
64,0.712715,2.37178,false,false
65,0.735705,2.4159,false,false
66,0.732598,2.45256,false,false
67,0.731977,2.36992,false,false
68,1.42605,1.04515,false,false
69,1.36081,0.948215,false,false
70,1.37758,0.936409,false,false
71,1.14954,0.600867,false,false
72,1.13276,0.608945,false,false
73,1.32849,0.865572,false,false
74,1.52112,1.14519,false,false
75,1.28127,0.831397,false,false
76,2.15803,0.512633,false,false
77,1.20484,0.713957,false,false
78,1.21727,0.703394,false,false
79,1.5031,1.15637,false,false
80,1.59444,1.11971,false,false
81,1.58388,1.12717,false,false
82,1.72431,1.02713,false,false
83,1.71312,1.03521,false,false
84,1.70505,1.01408,false,false
85,1.58077,1.10418,false,false
86,1.53293,1.16197,false,false
87,1.14022,1.37261,false,false
88,1.13401,1.35459,false,false
89,2.06358,0.653684,false,false
90,2.08657,0.582226,false,false
91,1.51429,1.17315,false,false
92,2.10397,0.594654,false,false
93,1.03086,0.4797,false,false
94,1.14705,1.35149,false,false
95,1.15327,1.36888,false,false
96,1.06255,0.485913,false,false
97,1.33471,1.24647,false,false
98,1.34527,1.26574,false,false
99,1.23529,1.3024,false,false
100,1.68454,1.41424,false,false
101,1.59506,1.25144,false,false
102,1.62862,1.30053,false,false
103,1.24399,1.32042,false,false
