src,dst,volume,cost
1,117,7074.9000000000015,1.1529198689124767
2,87,9662.500000000007,1.3077728285644104
3,74,7668.999999999993,1.1766938339006712
4,233,12173.799999999996,1.6380226412299237
5,165,2586.7999999999956,1.0915747901668154
6,213,6576.599999999991,1.1370960748889003
7,253,7137.10000000002,1.1551455588519783
8,411,722.1000000000422,1.0000479629182888
9,379,1187.0329436508764,1.0003502412611545
9,395,1050.4670563491454,1.0002148057823903
10,338,69.20000000001892,1.0000000040452055
10,362,80.1000000000131,1.0000000072618334
11,309,485.8000000000393,1.0000098253099972
12,275,488.20000000001164,1.0000100209136558
13,262,37.0,1.0000000003306155
14,257,125.20000000004075,1.0000000433444538
15,254,407.1000000000495,1.000004845299525
16,263,249.0,1.0000006781310156
17,276,648.3000000000247,1.0000311616400124
18,322,2185.8000000000175,1.0040267800310838
18,348,683.0000000000073,1.0000383883136466
19,364,746.9000000000087,1.0000548992052627
19,380,291.09999999999127,1.0000012667328744
20,397,503.6000000000349,1.000011346426534
21,412,1396.5000000000073,1.00067093427705
21,413,1245.3000000000247,1.000424240545127
22,414,619.7999999999956,1.0000260328974375
22,415,904.6000000000131,1.000118125199068
23,416,1522.5000000000073,1.000947862681671
24,266,203.10000000002037,0.14906832450950355
24,267,172.8000000000102,0.14906832379098708
25,268,4694.900000000016,0.14949934538902687
25,269,3859.3000000000247,0.14926512458968666
26,273,2660.0,0.14911273711276107
26,274,315.0,0.14906833173447206
27,302,314.2000000000189,0.14906833164607838
27,303,233.50000000000728,0.1490683256371934
28,303,1486.400000000016,0.1490726534919031
28,304,596.8000000000029,0.14906843554072333
29,308,718.3000000000102,0.14906855916629155
29,337,426.5000000000073,0.1490683523542228
30,340,1804.7000000000116,0.14907773353940684
30,341,1130.8000000000175,0.14906977356650042
31,329,1563.5000000000073,0.14907362434400573
31,330,2075.300000000003,0.14908477876166237
32,332,1395.199999999997,0.14907168455572237
32,333,662.7000000000116,0.14906849410485268
33,337,803.0999999999985,0.14906869203958054
33,361,980.0999999999985,0.1490691416080312
34,369,3909.699999999997,0.1492756081458577
34,385,1412.5000000000146,0.14907185441103918
35,373,1529.199999999997,0.14907317422705557
35,389,435.3000000000029,0.14906835485290987
36,378,615.6000000000204,0.14906845040570899
36,394,317.20000000001164,0.14906833198105093
37,401,222.90000000003056,0.1490683251899526
37,402,114.69999999999709,0.1490683231535494
38,406,350.1000000000058,0.14906833632793567
38,407,1161.6999999999825,0.14906993873600075
39,266,18.30000000000291,1.4598484850288822
39,267,24.19999999999709,1.4598484850883253
40,268,34.099999999998545,1.320075758314871
40,269,13.30000000000291,1.3200757580072866
41,273,342.5,1.0000024274960007
41,274,55.30000000000291,1.0000000016497448
42,302,387.80567665808485,1.0000039899997415
42,303,252.20000000001164,1.0000007136685336
43,303,5.600000000005821,1.5401515150002671
43,304,12.099999999998545,1.540151515005824
44,308,229.20000000001164,1.0000004868270183
44,337,32.200000000004366,3.000000000568933
45,340,0.0,1.0
45,341,0.0,1.0
46,329,320.0,1.000001849763191
46,330,736.3000000000029,1.0000518484074876
47,332,143.10000000000582,0.9200758260610026
47,333,0.0,0.940151515
48,337,107.20000000000437,1.0000000232967512
48,361,17.400000000001455,1.0000000000161702
49,369,81.80000000000291,1.0000000078982239
49,385,95.5,1.0000000146733645
50,373,288.6000000000058,1.0000012237748588
50,389,275.0,1.000001008897382
51,378,20.80000000000291,1.0000000000330194
51,394,0.0,1.0
52,401,2771.5587485227734,1.010409085472723
52,402,956.1312664272045,1.0001474301477873
53,406,1892.6874961027133,1.0823689396893252
53,407,923.3000000000029,1.0599843574308685
54,56,1861.3000000000102,0.33342480021914256
54,230,481.7000000000189,0.3333337433047563
55,59,2691.353345962307,0.3337331698755553
56,102,4415.80000000001,0.3362309270869105
57,54,2343.000000000029,0.33356299498836356
57,235,1287.7999999999956,0.33335429311442305
58,137,2256.731266427196,0.33353099325443764
58,145,3788.2999999999956,0.33490289119248484
59,146,3371.253345962323,0.3343177192258103
60,102,985.4000000000015,0.3333405183875625
60,230,2013.2000000000262,0.3334585166623509
61,136,3020.3022480553773,0.33396749700765166
62,2,13602.200000000026,1.9438866766534952
63,62,13602.200000000026,3.174023401704822
64,63,6620.45518725671,0.6036936869368467
64,189,162.10000000002765,0.33333334584612306
65,64,6782.555187256738,0.3902577323955155
66,65,6782.555187256738,0.2560922043270545
67,66,5550.255187256735,0.2870544568068495
67,260,0.0,0.5
68,67,5550.255187256735,1.848674195013802
69,68,5445.155187256714,0.2859913983515068
69,258,735.5,0.502090749257545
70,69,6180.655187256714,1.521223974792569
71,70,6023.855187256697,0.29265050611252535
71,255,2419.4471844827494,0.7448137618005367
72,71,8443.302371739446,0.34994671942431743
73,72,2232.5,0.4694645612389603
73,141,5436.499999999993,0.34958573618522315
74,73,7668.999999999993,1.3009940004528107
75,3,5676.600000000035,1.11634559567398
76,75,5676.600000000035,1.1536594344696778
77,76,1761.8000000000102,0.46906664824255767
77,141,3073.8920752866106,0.33499442803212964
78,77,4835.692075286621,0.2809350366976447
79,78,4565.092075286586,0.27922320859419447
79,256,1227.2000000000044,0.5162043878491773
80,79,5792.29207528659,1.495029164787792
81,80,4571.292075286576,0.2792591831440495
81,259,56.599999999998545,0.5000000733224499
82,81,4627.892075286574,1.800630474766927
83,82,4627.892075286574,0.279594427313473
83,261,942.0999999999985,0.5056280669902893
84,83,5569.992075286573,0.24134272190080364
85,84,5569.992075286573,0.36778106395962246
86,85,4999.292075286568,0.5642389087009733
86,189,4663.207924713439,0.34213123539610857
87,86,9662.500000000007,1.62101107726858
88,1,8328.000000000015,1.2103789311293136
89,88,8328.000000000015,1.3832330073586763
90,89,7777.3000000000175,0.328285212255757
90,293,726.5000000000437,0.5019902778856963
91,90,8503.800000000061,0.2958904777858065
92,91,8503.800000000061,0.408483607353241
93,92,4198.446951539059,0.3550824273484335
93,183,1837.2000000000116,0.3335452987856492
93,195,684.2448127433017,0.33333741136483036
94,93,6719.891764282373,0.7772801571495426
95,94,4821.744812743331,0.2808394591371036
95,290,0.0,0.5
96,95,4821.744812743331,1.2805853821555078
97,96,3992.4448127433207,0.2764806598878138
97,288,1925.0999999999985,0.5981260730611294
98,97,5917.544812743319,0.6641909747214043
99,98,5917.544812743319,0.29127311831919267
99,283,0.0,0.5
100,99,5917.544812743319,0.41947742274961575
101,100,5401.200000000012,0.28556467229990495
101,278,0.0,0.5
102,101,5401.200000000012,0.8110469369935909
103,59,679.900000000016,0.3333349614713819
103,61,3020.3022480553773,0.33396749700765166
103,237,2831.800000000003,0.33382339415112894
104,103,6532.002248055396,0.8529419188190741
105,104,6532.002248055396,0.300315639488502
105,279,287.8000000000029,0.5000490156088231
