id,x,y,is_zone,through_flow_allowed
1,517965.5,360214.4688,true,true
2,441748.3125,319397.5,true,true
3,467698.75,310192.5,true,true
4,426415.75,357959.1875,true,true
5,466568.25,361396.0313,true,true
6,455620.0938,243449.75,true,true
7,480848.2813,271261.9688,true,true
8,550975.25,222829.0313,true,true
9,578934.5,288998.5,true,true
10,527265.5625,174731.5156,true,true
11,536281.75,185605.5,true,true
12,449231.5,526082.5,true,true
13,420839.0014,428576.9577,true,true
14,443729.7813,398665.5313,true,true
15,345501.5313,494275.7188,true,true
16,341027.75,400543.2813,true,true
17,363919.75,368303.75,true,true
18,377912.5,400971.9688,true,true
19,271437.125,736470.3125,true,true
20,445948.5,130231.7656,true,true
21,556818.25,135864.5156,true,true
22,482489.25,201503.2344,true,true
23,448976.5,213181.2031,true,true
24,258576.7344,104589.9688,true,true
25,384134.75,134401.0156,true,true
26,389585.25,216296.125,true,true
27,340154.5,208198.0,true,true
28,302328.0,255245.7188,true,true
29,250634.5156,268446.2188,true,true
30,304989.25,313375.0,true,true
31,257315.0,345511.0,true,true
32,307775.5,357854.0,true,true
33,226773.4844,221817.0156,true,true
34,292296.4688,191682.0156,true,true
35,401935.3438,285226.4375,true,true
36,402931.4063,285539.5,true,true
37,403266.4063,284264.2188,true,true
38,402284.7188,283971.4063,true,true
39,403018.0938,283522.1563,true,true
40,404092.25,285845.1563,true,true
41,404889.2813,285053.9063,true,true
42,404206.0,283693.25,true,true
43,405160.7813,284232.125,true,true
44,406208.7813,284554.5625,true,true
45,402220.7813,282255.0625,true,true
46,402258.625,280991.625,true,true
47,401911.8125,279804.7813,true,true
48,400547.8438,282624.375,true,true
49,399751.5313,282043.9688,true,true
50,400818.6563,280992.5938,true,true
51,403348.8438,282307.375,true,true
52,404235.7188,281895.3125,true,true
53,405009.9063,282292.625,true,true
54,405662.0938,282555.0938,true,true
55,403785.5313,280604.0938,true,true
56,405427.0,280885.875,true,true
57,404179.0938,280063.7813,true,true
58,406355.5938,281285.75,true,true
59,403063.3125,278581.2188,true,true
60,402335.0,277833.7188,true,true
61,402232.5938,278954.1563,true,true
62,401811.125,277065.875,true,true
63,399923.6563,276871.6875,true,true
64,400675.5313,276988.375,true,true
65,400015.3125,278029.1875,true,true
66,399514.5938,278937.375,true,true
67,403605.0938,278281.1875,true,true
68,404617.9063,277752.75,true,true
69,404650.3438,278691.1563,true,true
70,404640.102853,279482.874052,true,true
71,400510.9688,284724.0313,true,true
72,400454.9063,284119.8438,true,true
73,406872.75,278971.625,true,true
74,407331.7188,280878.875,true,true
75,406361.0938,280380.0938,true,true
76,405997.5,279460.1875,true,true
77,407604.2813,279885.2188,true,true
78,408363.875,278618.7813,true,true
79,408489.0625,279399.8125,true,true
80,409527.4688,279645.8438,true,true
81,408236.125,280788.0,true,true
82,409083.2188,280503.1563,true,true
83,409084.375,281090.0313,true,true
84,410324.3438,280521.5625,true,true
85,410818.8125,279889.5938,true,true
86,411188.5938,281135.3438,true,true
87,410625.5625,281584.6875,true,true
88,410347.9688,282042.25,true,true
89,411819.75,281780.0313,true,true
90,412303.0625,282597.9688,true,true
91,411490.4688,282917.9375,true,true
92,410941.5,283465.3125,true,true
93,410532.5313,283295.6563,true,true
94,408842.25,282154.6563,true,true
95,407967.8125,282430.9063,true,true
96,407598.4375,281685.8438,true,true
97,407286.125,284072.2813,true,true
98,406937.6563,283007.0625,true,true
99,412251.9375,285290.875,true,true
100,412519.0,285890.375,true,true
101,412287.5625,283578.3438,true,true
102,412897.8438,284005.875,true,true
103,411267.6563,284445.5313,true,true
104,411389.0313,286146.9375,true,true
105,410252.5313,284341.5938,true,true
106,410661.9688,285236.9688,true,true
107,410140.75,285618.6875,true,true
108,409793.9375,286213.4063,true,true
109,407771.9316,285734.5071,true,true
110,407412.0313,284606.375,true,true
111,408341.5625,284761.2188,true,true
112,409154.4688,285696.875,true,true
113,408983.8438,285087.8125,true,true
114,408039.4055,286829.8334,true,true
115,408763.125,286636.1563,true,true
116,410028.9375,286813.6563,true,true
117,410210.4063,287737.9688,true,true
118,408685.4375,287692.375,true,true
119,410184.8438,289186.375,true,true
120,407469.0366,287538.2533,true,true
121,408337.5,288572.7813,true,true
122,410619.0625,288249.5,true,true
123,410467.0313,288948.8125,true,true
124,411284.3125,288694.3125,true,true
125,411879.5938,287605.25,true,true
126,411756.125,290730.2188,true,true
127,412631.25,290501.7188,true,true
128,412992.6875,291623.9375,true,true
129,413478.9688,291987.8438,true,true
130,414596.6875,291329.4688,true,true
131,414321.5,290420.8438,true,true
132,410807.2188,292839.1563,true,true
133,410737.1563,290870.6563,true,true
134,411053.8125,291563.1563,true,true
135,411819.0625,292368.1563,true,true
136,412002.5313,291628.0,true,true
137,409995.1563,293091.125,true,true
138,410081.625,292106.25,true,true
139,409137.75,291002.5,true,true
140,410558.625,290142.375,true,true
141,410142.375,291059.0,true,true
142,407115.8125,291660.875,true,true
143,405830.2813,292108.5625,true,true
144,405329.0938,293335.6875,true,true
145,406375.3438,293288.625,true,true
146,405605.75,293666.8125,true,true
147,405294.4375,291653.5313,true,true
148,404446.6875,291945.9688,true,true
149,403460.75,291271.625,true,true
150,404719.7188,290440.0938,true,true
151,407275.4063,290175.5313,true,true
152,405760.0625,290645.0625,true,true
153,406016.875,289827.0,true,true
154,408742.7813,290510.0938,true,true
155,408307.4375,289261.7188,true,true
156,407744.1563,289405.3438,true,true
157,406608.0339,288112.2551,true,true
158,406408.2188,288867.0313,true,true
159,405212.1563,286295.2813,true,true
160,404710.1875,287046.1563,true,true
161,405634.4106,286815.3017,true,true
162,406306.5013,286212.2365,true,true
163,406948.5131,286908.3828,true,true
164,407131.1748,286056.0208,true,true
165,406440.9194,287400.2023,true,true
