init_node	term_node	capacity	length	free_flow_time	b	power	speed	toll	link_type	is_zone	through_flow_allowed
1	290	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9	true	true
1	307	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9	true	true
1	316	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9	true	true
2	302	1	1.6666666666667	1.6666666666667	0.0	0.0	0	0	9	true	true
2	304	1	1.6666666666667	1.6666666666667	0.0	0.0	0	0	9	true	true
3	301	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9	true	true
3	306	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9	true	true
4	301	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9	true	true
4	306	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9	true	true
5	298	1	0.5	0.5	0.0	0.0	0	0	9	true	true
5	299	1	0.5	0.5	0.0	0.0	0	0	9	true	true
5	310	1	1.0833333333333	1.0833333333333	0.0	0.0	0	0	9	true	true
6	424	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9	true	true
6	425	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9	true	true
6	456	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9	true	true
7	274	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
7	281	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
7	283	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
8	272	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
8	456	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
8	474	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
8	480	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
9	277	1	0.5	0.5	0.0	0.0	0	0	9	true	true
10	205	1	0.41666666666667	0.41666666666667	0.0	0.0	0	0	9	true	true
10	206	1	0.41666666666667	0.41666666666667	0.0	0.0	0	0	9	true	true
10	214	1	0.41666666666667	0.41666666666667	0.0	0.0	0	0	9	true	true
11	206	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
11	207	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
12	210	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9	true	true
12	217	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9	true	true
12	222	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9	true	true
13	208	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
13	211	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
13	224	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
14	244	1	0.58333333333333	0.58333333333333	0.0	0.0	0	0	9	true	true
15	228	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9	true	true
15	533	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9	true	true
15	538	1	0.83333333333333	0.83333333333333	0.0	0.0	0	0	9	true	true
16	601	1	1.0	1.0	0.0	0.0	0	0	9	true	true
16	602	1	1.0	1.0	0.0	0.0	0	0	9	true	true
17	597	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
17	608	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
17	621	1	0.66666666666667	0.66666666666667	0.0	0.0	0	0	9	true	true
18	914	1	0.91666666666667	0.91666666666667	0.0	0.0	0	0	9	true	true
