init_node	term_node	capacity	length	free_flow_time	b	power	speed	toll	link_type	is_zone	through_flow_allowed
1	817	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
1	818	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
1	821	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
1	822	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
2	751	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
2	753	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
2	754	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
2	781	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
3	756	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
3	757	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
3	758	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
3	759	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
4	719	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
4	724	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
4	725	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
4	761	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
5	752	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
5	753	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
5	892	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
5	893	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
6	679	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
6	707	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
6	762	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
6	809	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
7	222	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
7	223	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0	true	true
